DATE,TIME,VOLTAGE,CURRENT,PF,POWER (KW),"""WEEKEND/WEEKDAY""",SEASON,Temp (F),Humidity (%),Substation Shutdown,F1,F2,F3,F4,Jul-Oct-,Rainy,0
,10-00,11.6,63,0.96,1215.15142096448,0,2,96,41,,,,,,,,
,11-00,11.6,60,0.96,1157.28706758522,0,2,96,41,,,,,,,,
,12-00,11.7,60,0.96,1167.26368023682,0,2,96,41,,,,,,,,
,13-00,11.8,61,0.96,1196.86096443655,0,2,88,55,,,,,,,,
,14-00,11.8,58,0.96,1137.99894979213,0,2,88,55,,,,,,,,
,15-00,11.8,60,0.96,1177.24029288841,0,2,88,55,,,,,,,,
,16-00,11.8,63,0.96,1236.10230753284,0,2,86,58,,,,,,,,
,17-00,11.7,65,0.96,1264.53565358989,0,2,86,58,,,,,,,,
,18-00,11.8,60,0.96,1177.24029288841,0,2,86,58,,,,,,,,
,19-00,11.7,53,0.96,1031.08291754252,0,2,80,75,,,,,,,,
,20-00,11.7,54,0.96,1050.53731221314,0,2,80,75,,,,,,,,
,21-00,11.7,55,0.96,1069.99170688375,0,2,80,75,,,,,,,,
,22-00,11.7,54,0.96,1050.53731221314,0,2,80,75,,,,,,,,
,23-00,11.7,50,0.96,972.719733530681,0,2,88,63,,,,,,,,
,24-00,11.7,48,0.96,933.810944189454,0,2,88,63,,,,,,,,
05/04/2021,01-00,11.8,56,0.94,1075.86682322302,0,2,88,63,,,,,,,,
,02-00,11.8,56,0.94,1075.86682322302,0,2,88,63,,,,,,,,
,03-00,11.8,56,0.94,1075.86682322302,0,2,88,63,,,,,,,,
,04-00,11.7,58,0.94,1104.84749733527,0,2,97,46,,,,,,,,
,05-00,11.6,62,0.94,1170.94948435532,0,2,97,46,,,,,,,,
,06-00,11.5,65,0.94,1217.02549993827,0,2,97,46,,,,,,,,
,07-00,11.6,65,0.94,1227.60833037252,0,2,101,42,,,,,,,,
,08-00,11.8,75,0.94,1440.89306681655,0,2,101,42,,,,1,1,,,
,09-00,11.6,72,0.94,1359.81230441263,0,2,101,42,,,,1,1,,,
,10-00,11.5,73,0.94,1366.81325377683,0,2,98,46,,,,1,1,,,
,11-00,11.6,79,0.94,1492.01627845275,0,2,98,46,,,,1,1,,,
,12-00,11.8,69,0.94,1325.62162147123,0,2,98,46,,,,,,,,
,13-00,11.8,65,0.94,1248.77399124101,0,2,91,58,,,,,,,,
,14-00,11.8,65,0.94,1248.77399124101,0,2,91,58,,,,,,,,
,15-00,11.7,70,0.94,1333.43663471498,0,2,91,58,,,,,,,,
,16-00,11.7,70,0.94,1333.43663471498,0,2,89,57,,,,,,,,
,17-00,11.6,80,0.94,1510.90256045848,0,2,89,57,,,,,,,,
,18-00,11.6,68,0.94,1284.26717638971,0,2,89,57,,,,,,,,
,19-00,11.7,55,0.94,1047.70021299034,0,2,78,77,,,,,,,,
,20-00,11.7,55,0.94,1047.70021299034,0,2,78,77,,,,,,,,
,21-00,11.7,49,0.94,933.405644300483,0,2,78,77,,,,,,,,
,22-00,11.7,45,0.94,857.209265173913,0,2,82,77,,,,,,,,
,23-00,11.7,44,0.94,838.16017039227,0,2,82,77,,,,,,,,
,24-00,11.7,43,0.94,819.111075610628,0,2,82,77,,,,,,,,
05/05/2021,01-00,11.8,61,0.94,1171.92636101079,0,2,85,80,,,,,,,,
,02-00,11.8,61,0.94,1171.92636101079,0,2,85,80,,,,,,,,
,03-00,11.8,61,0.94,1171.92636101079,0,2,85,80,,,,,,,,
,04-00,11.8,61,0.94,1171.92636101079,0,2,91,60,,,,,,,,
,05-00,11.7,65,0.94,1238.19116080676,0,2,91,60,,,,,,,,
,06-00,11.7,58,0.94,1104.84749733527,0,2,91,60,,,,,,,,
,07-00,11.7,58,0.94,1104.84749733527,0,2,97,51,,,,,,,,
,08-00,11.8,73,0.94,1402.46925170144,0,2,97,51,,,,1,1,,,
,09-00,11.7,72,0.94,1371.53482427826,0,2,97,51,,,,1,1,,,
,10-00,11.7,76,0.94,1447.73120340483,0,2,99,51,,,,1,1,,,
,11-00,11.5,89,0.94,1666.38876145394,0,2,99,51,,,,,,,,
,12-00,11.6,83,0.94,1567.56140647568,0,2,99,51,,,,,,,,
,13-00,11.7,78,0.94,1485.82939296812,0,2,90,61,,,,,,,,
,14-00,11.7,78,0.94,1485.82939296812,0,2,90,61,,,,,,,,
,15-00,11.7,78,0.94,1485.82939296812,0,2,90,61,,,,,,,,
,16-00,11.6,74,0.94,1397.5848684241,0,2,86,65,,,,,,,,
,17-00,11.6,79,0.94,1492.01627845275,0,2,86,65,,,,,,,,
,18-00,11.7,78,0.94,1485.82939296812,0,2,86,65,,,,,,,,
,19-00,11.7,73,0.94,1390.5839190599,0,2,84,67,,,,,,,,
,20-00,11.7,73,0.94,1390.5839190599,0,2,84,67,,,,,,,,
,21-00,11.7,70,0.94,1333.43663471498,0,2,84,67,,,,,,,,
,22-00,11.7,70,0.94,1333.43663471498,0,2,84,67,,,,,,,,
,23-00,11.7,64,0.94,1219.14206602512,0,2,87,70,,,,,,,,
,24-00,11.7,58,0.94,1104.84749733527,0,2,87,70,,,,,,,,
05/06/2021,01-00,11.6,64,0.94,1208.72204836679,0,2,87,70,,,,,,,,
,02-00,11.6,51,0.94,963.200382292283,0,2,87,70,,,,,,,,
,03-00,11.6,51,0.94,963.200382292283,0,2,87,70,,,,,,,,
,04-00,11.6,51,0.94,963.200382292283,0,2,99,48,,,,,,,,
,05-00,11.7,60,0.94,1142.94568689855,0,2,99,48,,,,,,,,
,06-00,11.6,63,0.94,1189.83576636106,0,2,99,48,,,,,,,,
,07-00,11.6,69,0.94,1303.15345839544,0,2,104,39,,,,,,,,
,08-00,11.7,73,0.94,1390.5839190599,0,2,104,39,,,,1,1,,,
,09-00,11.7,28,0.94,533.37465388599,0,2,104,39,1,,,,,,,
,10-00,11.7,30,0.94,571.472843449275,0,2,99,46,1,,,,,,,
,11-00,11.6,57,0.94,1076.51807432667,0,2,99,46,1,,,,,,,
,12-00,11.6,91,0.94,1718.65166252152,0,2,99,46,,,,,,,,
,13-00,11.6,86,0.94,1624.22025249287,0,2,90,64,,,,,,,,
,14-00,11.7,82,0.94,1562.02577209469,0,2,90,64,,,,,,,,
,15-00,11.6,80,0.94,1510.90256045848,0,2,90,64,,,,,,,,
,16-00,11.6,78,0.94,1473.12999644702,0,2,88,65,,,,,,,,
,17-00,11.1,75,0.94,1355.41635946303,0,2,88,65,,,,,,,,
,18-00,11.7,70,0.94,1333.43663471498,0,2,88,65,,,,,,,,
,19-00,11.7,58,0.94,1104.84749733527,0,2,83,77,,,,,,,,
,20-00,11.7,56,0.94,1066.74930777198,0,2,83,77,,,,,,,,
,21-00,11.7,55,0.94,1047.70021299034,0,2,83,77,,,,,,,,
,22-00,11.7,54,0.94,1028.6511182087,0,2,83,67,,,,,,,,
,23-00,11.7,50,0.94,952.454739082125,0,2,83,67,,,,,,,,
,24-00,11.7,44,0.94,838.16017039227,0,2,83,67,,,,,,,,
05/07/2021,01-00,11.7,64,0.95,1232.1116624722,0,2,86,72,,,,,,,,
,02-00,11.7,62,0.95,1193.60817301994,0,2,86,72,,,,,,,,
,03-00,11.7,62,0.95,1193.60817301994,0,2,86,72,,,,,,,,
,04-00,11.7,61,0.95,1174.35642829381,0,2,94,55,,,,,,,,
,05-00,11.6,61,0.95,1164.31919386395,0,2,94,55,,,,,,,,
,06-00,11.6,76,0.95,1450.62719235509,0,2,94,55,,,,,,,,
,07-00,11.8,61,0.95,1184.39366272367,0,2,101,41,,,1,,,,,
,08-00,11.7,70,0.95,1347.62213082896,0,2,101,41,,,1,1,,,,
,09-00,11.7,68,0.95,1309.11864137671,0,2,101,41,,,1,1,,,,
,10-00,11.7,72,0.95,1386.12562028122,0,2,97,51,,,1,1,,,,
,11-00,11.7,74,0.95,1424.62910973348,0,2,97,51,,,1,,1,,,
,12-00,11.6,88,0.95,1679.67359114799,0,2,97,51,,,,,,,,
,13-00,11.5,84,0.95,1589.50302610596,0,2,90,49,,,,,,,,
,14-00,11.5,76,0.95,1438.12178552444,0,2,90,49,,,,,,,,
,15-00,11.4,76,0.95,1425.61637869379,0,2,90,49,,,,,,,,
,16-00,11.4,76,0.95,1425.61637869379,0,2,88,58,,,,,,,,
,17-00,11.4,79,0.95,1481.8907094317,0,2,88,58,,,,,,,,
,18-00,11.4,75,0.95,1406.85826844782,0,2,88,58,,,,,,,,
,19-00,11.5,62,0.95,1173.20461450678,0,2,86,65,,,,,,,,
,20-00,11.6,60,0.95,1145.23199396454,0,2,86,65,,,,,,,,
,21-00,11.6,56,0.95,1068.88319436691,0,2,86,65,,,,,,,,
,22-00,11.6,54,0.95,1030.70879456809,0,2,85,69,,,,,,,,
,23-00,11.6,48,0.95,916.185595171633,0,2,85,69,,,,,,,,
,24-00,11.5,44,0.95,832.596823198359,0,2,85,69,,,,,,,,
05/08/2021,01-00,11.4,62,0.93,1138.5185650344,0,2,85,76,,,,1,,,,
,02-00,11.4,62,0.93,1138.5185650344,0,2,85,76,,,,1,,,,
,03-00,11.4,65,0.93,1193.60817301994,0,2,85,76,,,,1,,,,
,04-00,11.4,69,0.93,1267.06098366732,0,2,94,59,,,,1,,,,
,05-00,11.4,73,0.93,1340.5137943147,0,2,94,59,,,,1,,,,
,06-00,11.5,77,0.93,1426.36982079508,0,2,94,59,,,,1,,,,
,07-00,11.5,69,0.93,1278.17555369949,0,2,101,44,,,,,,,,
,08-00,11.5,68,0.93,1259.65127031254,0,2,101,44,,1,1,1,,,,
,09-00,11.6,58,0.93,1083.75111849908,0,2,101,44,,1,1,,,,,
,10-00,11.6,69,0.93,1289.29012373166,0,2,100,43,,,1,,,,,
,11-00,11.5,82,0.93,1518.99123772983,0,2,100,43,,,1,,,,,
,12-00,11.5,78,0.93,1444.89410418203,0,2,100,43,,,,,,,,
,13-00,11.5,73,0.93,1352.27268724729,0,2,91,56,,,,,,,,
,14-00,11.5,73,0.93,1352.27268724729,0,2,91,56,,,,,,,,
,15-00,11.5,73,0.93,1352.27268724729,0,2,91,56,,,,,,,,
,16-00,11.4,82,0.93,1505.78261827131,0,2,89,65,,,,,,,,
,17-00,11.4,94,0.93,1726.14105021345,0,2,89,65,,,,,,,,
,18-00,11.5,80,0.93,1481.94267095593,0,2,89,65,,,,,,,,
,19-00,11.6,51,0.93,952.953569714706,0,2,86,70,,,,,,,,
,20-00,11.6,57,0.93,1065.06575438702,0,2,86,70,,,,,,,,
,21-00,11.6,56,0.93,1046.38039027497,0,2,86,70,,,,,,,,
,22-00,11.6,54,0.93,1009.00966205086,0,2,83,77,,,,,,,,
,23-00,11.6,48,0.93,896.897477378546,0,2,83,77,,,,,,,,
,24-00,11.7,43,0.93,810.397127997749,0,2,83,77,,,,,,,,
05/09/2021,01-00,11.7,67,0.98,1330.59953549218,1,2,89,68,,,,,,,,
,02-00,11.7,67,0.98,1330.59953549218,1,2,89,68,,,,,,,,
,03-00,11.7,67,0.98,1330.59953549218,1,2,89,68,,,,,,,,
,04-00,11.6,68,0.98,1338.91684347012,1,2,99,46,,,,,,,,
,05-00,11.6,68,0.98,1338.91684347012,1,2,99,46,,,,,,,,
,06-00,11.5,68,0.98,1327.37445688848,1,2,99,46,,,,,,,,
,07-00,11.6,33,0.98,649.768468154619,1,2,102,40,,,1,,,,,
,08-00,11.7,36,0.98,714.949004145051,1,2,102,40,,,1,,,,,
,09-00,11.6,42,0.98,826.978050378606,1,2,102,40,,,1,,,,,
,10-00,11.5,43,0.98,839.369141855954,1,2,100,44,,,1,,,,,
,11-00,11.5,43,0.98,839.369141855954,1,2,100,44,,,1,,,,,
,12-00,11.4,74,0.98,1431.9349000398,1,2,100,44,,,,,,,,
,13-00,11.6,66,0.98,1299.53693630924,1,2,93,56,,,,,,,,
,14-00,11.6,74,0.98,1457.05656495278,1,2,93,56,,,,,,,,
,15-00,11.5,82,0.98,1600.6574333067,1,2,93,56,,,,,,,,
,16-00,11.5,82,0.98,1600.6574333067,1,2,89,63,,,,,,,,
,17-00,11.4,87,0.98,1683.49103112788,1,2,89,63,,,,,,,,
,18-00,11.4,87,0.98,1683.49103112788,1,2,89,63,,,,,,,,
,19-00,11.7,55,0.98,1092.28320077716,1,2,86,66,,,,,,,,
,20-00,11.7,56,0.98,1112.14289533675,1,2,86,66,,,,,,,,
,21-00,11.6,56,0.98,1102.63740050481,1,2,86,66,,,,,,,,
,22-00,11.6,53,0.98,1043.56753976348,1,2,85,69,,,,,,,,
,23-00,11.6,46,0.98,905.737864700378,1,2,85,69,,,,,,,,
,24-00,11.7,44,0.98,873.826560621729,1,2,85,69,,,,,,,,
05/10/2021,01-00,11.9,57,0.99,1163.10156214623,0,2,90,66,,,,,,,,
,02-00,11.9,57,0.99,1163.10156214623,0,2,90,66,,,,,,,,
,03-00,11.9,57,0.99,1163.10156214623,0,2,90,66,,,,,,,,
,04-00,11.8,66,0.99,1335.4319572453,0,2,97,53,,,,,,,,
,05-00,11.8,72,0.99,1456.83486244941,0,2,97,53,,,,,,,,
,06-00,11.6,76,0.99,1511.7062320332,0,2,97,53,,,,,,,,
,07-00,11.6,70,0.99,1392.36100318847,0,2,104,41,,,,,,,,
,08-00,11.7,66,0.99,1324.11473726864,0,2,104,41,,,,1,,,,
,09-00,11.6,67,0.99,1332.68838876611,0,2,104,41,,,,1,,,,
,10-00,11.5,72,0.99,1419.79668798036,0,2,78,93,,,,1,,,,
,11-00,11.4,84,0.99,1642.02573479468,0,2,78,93,,,,1,,,,
,12-00,11.4,75,0.99,1466.09440606668,0,2,78,93,,,,,,,,
,13-00,11.4,74,0.99,1446.54648065245,0,2,81,96,,,,,,,,
,14-00,11.5,68,0.99,1340.91909420367,0,2,81,96,,,,,,,,
,15-00,11.5,64,0.99,1262.04150042699,0,2,81,96,,,,,,,,
,16-00,11.5,64,0.99,1262.04150042699,0,2,81,95,,,,,,,,
,17-00,11.6,64,0.99,1273.01577434374,0,2,81,95,,,,,,,,
,18-00,11.6,64,0.99,1273.01577434374,0,2,81,95,,,,,,,,
,19-00,11.7,55,0.99,1103.42894772387,0,2,86,65,,,,,,,,
,20-00,11.7,57,0.99,1143.55363673201,0,2,86,65,,,,,,,,
,21-00,11.7,56,0.99,1123.49129222794,0,2,86,65,,,,,,,,
,22-00,11.7,53,0.99,1063.30425871573,0,2,82,78,,,,,,,,
,23-00,11.7,50,0.99,1003.11722520352,0,2,82,78,,,,,,,,
,24-00,11.7,44,0.99,882.743158179093,0,2,82,78,,,,,,,,
05/11/2021,01-00,11.8,56,0.96,1098.75760669585,0,2,88,87,,,,,,,,
,02-00,11.7,56,0.96,1089.44610155436,0,2,88,87,,,,,,,,
,03-00,11.7,56,0.96,1089.44610155436,0,2,88,87,,,,,,,,
,04-00,11.7,56,0.96,1089.44610155436,0,2,96,97,,,,,,,,
,05-00,11.7,56,0.96,1089.44610155436,0,2,96,97,,,,,,,,
,06-00,11.7,60,0.96,1167.26368023682,0,2,96,97,,,,,,,,
,07-00,11.7,70,0.96,1361.80762694295,0,2,91,102,,,1,1,,,,
,08-00,11.8,68,0.96,1334.20566527354,0,2,91,102,,,1,1,,,,
,09-00,11.8,72,0.96,1412.6883514661,0,2,91,102,,,1,1,,,,
,10-00,11.8,76,0.96,1491.17103765866,0,2,91,101,,,1,1,,,,
,11-00,11.5,79,0.96,1510.62543232927,0,2,91,101,,,,,,,,
,12-00,11.5,83,0.96,1587.11279599151,0,2,91,101,,,,,,,,
,13-00,11.6,78,0.96,1504.47318786079,0,2,86,94,,,,,,,,
,14-00,11.6,78,0.96,1504.47318786079,0,2,86,94,,,,,,,,
,15-00,11.7,52,0.96,1011.62852287191,0,2,86,94,,,,,,,,
,16-00,11.7,64,0.96,1245.08125891927,0,2,83,91,,,,,,,,
,17-00,11.6,71,0.96,1369.45636330918,0,2,83,91,,,,,,,,
,18-00,11.7,68,0.96,1322.89883760173,0,2,83,91,,,,,,,,
,19-00,11.7,49,0.96,953.265338860068,0,2,81,81,,,,,,,,
,20-00,11.7,55,0.96,1069.99170688375,0,2,81,81,,,,,,,,
,21-00,11.8,58,0.96,1137.99894979213,0,2,81,81,,,,,,,,
,22-00,11.7,56,0.96,1089.44610155436,0,2,78,76,,,,,,,,
,23-00,11.7,54,0.96,1050.53731221314,0,2,78,76,,,,,,,,
,24-00,11.7,50,0.96,972.719733530681,0,2,78,76,,,,,,,,
05/12/2021,01-00,11.7,58,0.97,1140.10858767575,0,2,87,69,,,,,,,,
,02-00,11.7,58,0.97,1140.10858767575,0,2,87,69,,,,,,,,
,03-00,11.7,58,0.97,1140.10858767575,0,2,87,69,,,,,,,,
,04-00,11.7,58,0.97,1140.10858767575,0,2,97,56,,,,,,,,
,05-00,11.6,60,0.97,1169.3421412059,0,2,97,56,,,,,,,,
,06-00,11.5,66,0.97,1275.18776605643,0,2,97,56,,,,,,,,
,07-00,11.6,63,0.97,1227.8092482662,0,2,102,45,,,,,,,,
,08-00,11.6,70,0.97,1364.23249807355,0,2,102,45,,,,,,,,
,09-00,11.6,77,0.97,1500.65574788091,0,2,102,45,,,,,,,,
,10-00,11.6,76,0.97,1481.16671219414,0,2,101,46,,,,1,,,,
,11-00,11.6,81,0.97,1578.61189062797,0,2,101,46,,,,1,,,,
,12-00,11.5,82,0.97,1584.32419419133,0,2,101,46,,,,,,,,
,13-00,11.6,74,0.97,1442.18864082061,0,2,94,61,,,,,,,,
,14-00,11.6,72,0.97,1403.21056944708,0,2,94,61,,,,,,,,
,15-00,11.5,79,0.97,1526.36111391604,0,2,94,61,,,,,,,,
,16-00,11.4,81,0.97,1551.39444423783,0,2,91,63,,,,,,,,
,17-00,11.5,77,0.97,1487.71906039917,0,2,91,63,,,,,,,,
,18-00,11.6,75,0.97,1461.67767650738,0,2,91,63,,,,,,,,
,19-00,11.7,50,0.97,982.852230754959,0,2,81,72,,,,,,,,
,20-00,11.7,56,0.97,1100.79449844555,0,2,81,72,,,,,,,,
,21-00,11.6,58,0.97,1130.36406983237,0,2,81,72,,,,,,,,
,22-00,11.6,56,0.97,1091.38599845884,0,2,85,79,,,,,,,,
,23-00,11.7,55,0.97,1081.13745383046,0,2,85,79,,,,,,,,
,24-00,11.7,48,0.97,943.538141524761,0,2,85,79,,,,,,,,
05/13/2021,01-00,11.7,56,0.99,1123.49129222794,0,2,91,60,,,,,,,,
,02-00,11.7,56,0.99,1123.49129222794,0,2,91,60,,,,,,,,
,03-00,11.7,56,0.99,1123.49129222794,0,2,91,60,,,,,,,,
,04-00,11.6,66,0.99,1312.79751729198,0,2,99,33,,,,,,,,
,05-00,11.6,70,0.99,1392.36100318847,0,2,99,33,,,,,,,,
,06-00,11.5,72,0.99,1419.79668798036,0,2,99,33,,,,,,,,
,07-00,11.6,63,0.99,1253.12490286962,0,2,104,33,,,,,,,,
,08-00,11.5,68,0.99,1340.91909420367,0,2,104,33,,,,,,,,
,09-00,11.5,71,0.99,1400.07728953619,0,2,104,33,,,,,,,,
,10-00,11.4,79,0.99,1544.28610772357,0,2,100,23,,,,,,,,
,11-00,11.4,79,0.99,1544.28610772357,0,2,100,23,,,,,,,,
,12-00,11.5,78,0.99,1538.11307864539,0,2,100,23,,,,,,,,
,13-00,11.6,72,0.99,1432.14274613671,0,2,93,44,,,,,,,,
,14-00,11.6,68,0.99,1352.57926024023,0,2,93,44,,,,,,,,
,15-00,11.5,74,0.99,1459.2354848687,0,2,93,44,,,,,,,,
,16-00,11.5,78,0.99,1538.11307864539,0,2,90,42,,,,,,,,
,17-00,11.5,78,0.99,1538.11307864539,0,2,90,42,,,,,,,,
,18-00,11.5,78,0.99,1538.11307864539,0,2,90,42,,,,,,,,
,19-00,11.7,53,0.99,1063.30425871573,0,2,87,73,,,,,,,,
,20-00,11.7,56,0.99,1123.49129222794,0,2,87,73,,,,,,,,
,21-00,11.7,55,0.99,1103.42894772387,0,2,87,73,,,,,,,,
,22-00,11.7,53,0.99,1063.30425871573,0,2,84,69,,,,,,,,
,23-00,11.7,49,0.99,983.054880699445,0,2,84,69,,,,,,,,
,24-00,11.7,44,0.99,882.743158179093,0,2,84,69,,,,,,,,
05/14/2021,01-00,11.8,51,0.99,1031.924694235,0,2,90,70,,,,,,,,
,02-00,11.8,51,0.99,1031.924694235,0,2,90,70,,,,,,,,
,03-00,11.7,51,0.99,1023.17956970759,0,2,90,70,,,,,,,,
,04-00,11.7,51,0.99,1023.17956970759,0,2,100,40,,,,,,,,
,05-00,11.7,51,0.99,1023.17956970759,0,2,100,40,,,,,,,,
,06-00,11.6,61,0.99,1213.34315992138,0,2,100,40,,,,,,,,
,07-00,11.5,67,0.99,1321.1996957595,0,2,104,32,,,,,,,,
,08-00,11.4,76,0.99,1485.6423314809,0,2,104,32,,,,,,,,
,09-00,11.4,75,0.99,1466.09440606668,0,2,104,32,,,,,,,,
,10-00,11.5,75,0.99,1478.95488331288,0,2,94,41,,,,,,,,
,11-00,11.4,80,0.99,1563.83403313779,0,2,94,41,,,,,,,,
,12-00,11.5,74,0.99,1459.2354848687,0,2,94,41,,,,,,,,
,13-00,11.6,75,0.99,1491.81536055907,0,2,90,52,,,,,,,,
,14-00,11.1,74,0.99,1408.4794680037,0,2,90,52,,,,,,,,
,15-00,11.6,74,0.99,1471.92448908495,0,2,90,52,,,,,,,,
,16-00,11.7,65,0.99,1304.05239276457,0,2,85,58,,,,,,,,
,17-00,11.7,65,0.99,1304.05239276457,0,2,85,58,,,,,,,,
,18-00,11.7,41,0.99,822.556124666882,0,2,85,58,,,1,,,,,
,19-00,11.5,59,0.99,1163.44450820613,0,2,88,51,,,,,,,,
,20-00,11.5,61,0.99,1202.88330509447,0,2,88,51,,,,,,,,
,21-00,11.6,56,0.99,1113.88880255078,0,2,88,51,,,,,,,,
,22-00,11.7,53,0.99,1063.30425871573,0,2,85,70,,,,,,,,
,23-00,11.7,49,0.99,983.054880699445,0,2,85,70,,,,,,,,
,24-00,11.7,44,0.99,882.743158179093,0,2,85,70,,,,,,,,
05/15/2021,01-00,11.7,42,0.98,834.107171502559,0,2,87,70,,,,,,,,
,02-00,11.7,42,0.98,834.107171502559,0,2,87,70,,,,,,,,
,03-00,11.7,42,0.98,834.107171502559,0,2,87,70,,,,,,,,
,04-00,11.7,40,0.98,794.38778238339,0,2,95,45,,,,,,,,
,05-00,11.7,39,0.98,774.528087823805,0,2,95,45,,,,,,,,
,06-00,11.6,42,0.98,826.978050378606,0,2,95,45,,,,,,,,
,07-00,11.5,42,0.98,819.848929254652,0,2,104,29,,,,,,,,
,08-00,11.6,55,0.98,1082.94744692436,0,2,104,29,,,,,,,,
,09-00,11.7,45,0.98,893.686255181313,0,2,104,29,,,,,,,,
,10-00,11.7,45,0.98,893.686255181313,0,2,98,31,,,,,,,,
,11-00,11.7,57,0.98,1132.00258989633,0,2,98,31,,,,,1,,,
,12-00,11.7,58,0.98,1151.86228445592,0,2,98,31,,,,,1,,,
,13-00,11.7,68,0.98,1350.45923005176,0,2,95,46,,,,,,,,
,14-00,11.6,68,0.98,1338.91684347012,0,2,95,46,,,,,,,,
,15-00,11.6,67,0.98,1319.22688988968,0,2,95,46,,,,,,,,
,16-00,11.5,67,0.98,1307.85424428718,0,2,90,50,,,,,,,,
,17-00,11.5,68,0.98,1327.37445688848,0,2,90,50,,,,,,,,
,18-00,11.5,64,0.98,1249.29360648328,0,2,90,50,,,,,,,,
,19-00,11.6,58,0.98,1142.01730766569,0,2,86,62,,,,,,,,
,20-00,11.6,58,0.98,1142.01730766569,0,2,86,62,,,,,,,,
,21-00,11.6,58,0.98,1142.01730766569,0,2,86,62,,,,,,,,
,22-00,11.6,56,0.98,1102.63740050481,0,2,85,72,,,,,,,,
,23-00,11.7,52,0.98,1032.70411709841,0,2,85,72,,,,,,,,
,24-00,11.7,40,0.98,794.38778238339,0,2,85,72,,,,,,,,
05/16/2021,01-00,11.7,50,1,1013.24972242779,1,2,88,65,,,,,,,,
,02-00,11.7,50,1,1013.24972242779,1,2,88,65,,,,,,,,
,03-00,11.7,50,1,1013.24972242779,1,2,88,65,,,,,,,,
,04-00,11.7,50,1,1013.24972242779,1,2,97,44,,,,,,,,
,05-00,11.7,50,1,1013.24972242779,1,2,97,44,,,,,,,,
,06-00,11.6,52,1,1044.77304712555,1,2,97,44,,,,,,,,
,07-00,11.6,56,1,1125.14020459674,1,2,97,46,,,,,,,,
,08-00,11.5,60,1,1195.11505722253,1,2,97,46,,,,,,,,
,09-00,11.6,61,1,1225.59915143574,1,2,97,46,,,,,,,,
,10-00,11.6,65,1,1305.96630890693,1,2,95,51,,,,,,,,
,11-00,11.7,66,1,1337.48963360469,1,2,95,51,,,,,,,,
,12-00,11.7,66,1,1337.48963360469,1,2,95,51,,,,,,,,
,13-00,11.7,66,1,1337.48963360469,1,2,90,60,,,,,,,,
,14-00,11.7,60,1,1215.89966691335,1,2,90,60,,,,,,,,
,15-00,11.7,60,1,1215.89966691335,1,2,90,60,,,,,,,,
,16-00,11.6,64,1,1285.87451953913,1,2,88,60,,,,,,,,
,17-00,11.7,56,1,1134.83968911913,1,2,88,60,,,,,,,,
,18-00,11.7,51,1,1033.51471687635,1,2,88,60,,,,,,,,
,19-00,11.7,51,1,1033.51471687635,1,2,87,65,,,,,,,,
,20-00,11.8,52,1,1062.78637552426,1,2,87,65,,,,,,,,
,21-00,11.8,52,1,1062.78637552426,1,2,87,65,,,,,,,,
,22-00,11.8,47,1,960.595377877699,1,2,85,69,,,,,,,,
,23-00,11.8,47,1,960.595377877699,1,2,85,69,,,,,,,,
,24-00,11.8,47,1,960.595377877699,1,2,85,69,,,,,,,,
05/17/2021,01-00,11.8,46,0.97,911.952462997935,0,2,86,72,,,,,,,,
,02-00,11.8,43,0.97,852.477302367635,0,2,86,72,,,,,,,,
,03-00,11.8,42,0.97,832.652248824202,0,2,86,72,,,,,,,,
,04-00,11.8,43,0.97,852.477302367635,0,2,94,48,,,,,,,,
,05-00,11.7,45,0.97,884.567007679463,0,2,94,48,,,,,,,,
,06-00,11.6,52,0.97,1013.42985571178,0,2,94,48,,,,,,,,
,07-00,11.6,54,0.97,1052.40792708531,0,2,99,35,,,,,,,,
,08-00,11.6,63,0.97,1227.8092482662,0,2,99,35,,,,,,,,
,09-00,11.6,63,0.97,1227.8092482662,0,2,99,35,,,,,,,,
,10-00,11.6,63,0.97,1227.8092482662,0,2,99,32,,,,,,,,
,11-00,11.6,58,0.97,1130.36406983237,0,2,99,32,,,,,,,,
,12-00,11.6,66,0.97,1286.27635532649,0,2,99,32,,,,,,,,
,13-00,11.6,66,0.97,1286.27635532649,0,2,93,40,,,,,,,,
,14-00,11.7,64,0.97,1258.05085536635,0,2,93,40,,,,,,,,
,15-00,11.7,67,0.97,1317.02198921165,0,2,93,40,,1,,1,,,,
,16-00,11.6,64,0.97,1247.29828395296,0,2,90,51,,,,,,,,
,17-00,11.6,69,0.97,1344.74346238679,0,2,90,51,,,,,,,,
,18-00,11.6,63,0.97,1227.8092482662,0,2,90,51,,,,,,,,
,19-00,11.6,50,0.97,974.45178433825,0,2,86,64,,,,,,,,
,20-00,11.6,57,0.97,1110.87503414561,0,2,86,64,,,,,,,,
,21-00,11.7,57,0.97,1120.45154306065,0,2,86,64,,,,,,,,
,22-00,11.7,56,0.97,1100.79449844555,0,2,85,70,,,,,,,,
,23-00,11.7,52,0.97,1022.16631998516,0,2,85,70,,,,,,,,
,24-00,11.7,42,0.97,825.595873834166,0,2,85,70,,,,,,,,
05/18/2021,01-00,11.8,57,0.99,1153.32759943912,0,2,90,72,,,,,,,,
,02-00,11.8,57,0.99,1153.32759943912,0,2,90,72,,,,,,,,
,03-00,11.8,57,0.99,1153.32759943912,0,2,90,72,,,,,,,,
,04-00,11.8,57,0.99,1153.32759943912,0,2,99,55,,,,,,,,
