DATE,TIME,VOLTAGE,CURRENT,PF,POWER (KW),"""WEEKEND/WEEKDAY""",SEASON,Temp (F),Humidity (%),Substation Shutdown,F1,F2,F3,F4,Jul-Oct-,Rainy,0
,17-00,11.2,138,0.940000000000002,2516.43426448775,1,2,85,67,,,,,,,,
,18-00,11.3,123,0.940000000000002,2262.93477239359,1,2,85,67,,,,,,,,
,19-00,11.7,54,0.940000000000002,1028.6511182087,1,2,81,65,,,,,,,,
,20-00,11.7,54,0.940000000000002,1028.6511182087,1,2,81,65,,,,,,,,
,21-00,11.7,54,0.940000000000002,1028.6511182087,1,2,81,65,,,,,,,,
,22-00,11.6,48,0.940000000000003,906.541536275093,1,2,80,80,,,,,,,,
,23-00,11.6,44,0.940000000000003,830.996408252168,1,2,80,80,,,,,,,,
,24-00,11.6,42,0.940000000000003,793.223844240706,1,2,80,80,,,,,,,,
04/19/2021,01-00,11.4,98,0.93,1799.59386086083,0,2,88,69,,,,,,,,
,02-00,11.4,98,0.93,1799.59386086083,0,2,88,69,,,,,,,,
,03-00,11.4,98,0.93,1799.59386086083,0,2,88,69,,,,,,,,
,04-00,11.3,105,0.93,1911.22280335784,0,2,100,44,,,,,,,,
,05-00,11.3,110,0.93,2002.23341304155,0,2,100,44,,,,,,,,
,06-00,11.2,117,0.93,2110.80182176158,0,2,100,44,,,,,,,,
,07-00,11.2,105,0.93,1894.30932722193,0,2,107,29,,,,,,,,
,08-00,11.2,115,0.93,2074.7197393383,0,2,107,29,,,,,,,,
,09-00,11.2,150,0.93,2706.15618174561,0,2,107,29,,,,,,,,
,10-00,11.2,150,0.93,2706.15618174561,0,2,100,45,,,,,,,,
,11-00,11.3,138,0.93,2511.8928272703,0,2,100,45,,,,,,,,
,12-00,11.4,127,0.93,2332.12673805435,0,2,100,45,,,,,,,,
,13-00,11.5,123,0.93,2278.48685659474,0,2,90,53,,,,,,,,
,14-00,11.5,120,0.93,2222.9140064339,0,2,90,53,,,,,,,,
,15-00,11.5,120,0.930000000000001,2222.9140064339,0,2,90,53,,,,,,,,
,16-00,11.4,123,0.930000000000001,2258.67392740697,0,2,88,50,,,,,,,,
,17-00,11.3,133,0.930000000000001,2420.8822175866,0,2,88,50,,,,,,,,
,18-00,11.5,105,0.930000000000002,1945.04975562966,0,2,88,50,,,,,,,,
,19-00,11.6,52,0.930000000000002,971.63893382676,0,2,83,77,,,,,,,,
,20-00,11.6,56,0.930000000000002,1046.38039027497,0,2,83,77,,,,,,,,
,21-00,11.6,54,0.930000000000002,1009.00966205087,0,2,83,77,,,,,,,,
,22-00,11.6,48,0.930000000000002,896.897477378548,0,2,84,79,,,,,,,,
,23-00,11.6,45,0.930000000000002,840.841385042389,0,2,84,79,,,,,,,,
,24-00,11.6,44,0.930000000000002,822.156020930336,0,2,84,79,,,,,,,,
04/20/2021,01-00,11.5,93,0.86,1593.08837127763,0,2,88,71,,,,,,,,
,02-00,11.5,93,0.86,1593.08837127763,0,2,88,71,,,,,,,,
,03-00,11.5,93,0.86,1593.08837127763,0,2,88,71,,,,,,,,
,04-00,11.5,98,0.86,1678.73828371191,0,2,97,51,,,,,,,,
,05-00,11.5,105,0.86,1798.6481611199,0,2,97,51,,,,,,,,
,06-00,11.5,120,0.86,2055.59789842274,0,2,97,51,,,,,,,,
,07-00,11.3,139,0.86,2339.65769496565,0,2,104,41,,,,,,,,
,08-00,11.3,147,0.86,2474.31425294929,0,2,104,41,,,,,,,,
,09-00,11.3,144,0.86,2423.81804370543,0,2,104,41,,,,,,,,
,10-00,11.3,145,0.86,2440.65011345338,0,2,101,41,,,,,,,,
,11-00,11.4,141,0.86,2394.32468255414,0,2,101,41,,,,,,,,
,12-00,11.4,138,0.86,2343.38160420193,0,2,101,41,,,,,,,,
,13-00,11.5,130,0.86,2226.89772329131,0,2,94,52,,,,,,,,
,14-00,11.5,127,0.86,2175.50777583074,0,2,94,52,,,,,,,,
,15-00,11.5,127,0.86,2175.50777583074,0,2,94,52,,,,,,,,
,16-00,11.4,126,0.86,2139.60929079306,0,2,91,54,,,,,,,,
,17-00,11.3,136,0.86,2289.16148572179,0,2,91,54,,,,,,,,
,18-00,11.5,132,0.86,2261.15768826502,0,2,91,54,,,,,,,,
,19-00,11.6,55,0.86,950.341637096892,0,2,87,61,,,,,,,,
,20-00,11.7,58,0.86,1010.81792309397,0,2,87,61,,,,,,,,
,21-00,11.6,56,0.86,967.620575953199,0,2,87,61,,,,,,,,
,22-00,11.6,50,0.86,863.946942815356,0,2,80,75,,,,,,,,
,23-00,11.6,44,0.86,760.273309677513,0,2,80,75,,,,,,,,
,24-00,11.6,42,0.86,725.715431964899,0,2,80,75,,,,,,,,
04/21/2021,01-00,11.5,90,0.69,1236.94408422531,0,2,89,68,,,,,,,,
,02-00,11.5,90,0.69,1236.94408422531,0,2,89,68,,,,,,,,
,03-00,11.5,90,0.69,1236.94408422531,0,2,89,68,,,,,,,,
,04-00,11.4,93,0.69,1267.06098366732,0,2,97,51,,,,,,,,
,05-00,11.3,98,0.69,1323.47041436822,0,2,97,51,,,,,,,,
,06-00,11.3,106,0.69,1431.50881554114,0,2,97,51,,,,,,,,
,07-00,11.2,128,0.69,1713.31694603421,0,2,102,40,,,,,,,,
,08-00,11.3,139,0.69,1877.16722037942,0,2,102,40,,,,,,,,
,09-00,11.2,133,0.69,1780.24338923867,0,2,102,40,,,,,,,,
,10-00,11.2,134,0.69,1793.62867787957,0,2,99,47,,,,,,,,
,11-00,11.3,132,0.69,1782.63361935312,0,2,99,47,,,,,,,,
,12-00,11.3,122,0.69,1647.58561788697,0,2,99,47,,,,,,,,
,13-00,11.4,122,0.69,1662.16602158509,0,2,84,84,,,,,,,,
,14-00,11.6,118,0.69,1635.87349032619,0,2,84,84,,,,,,,,
,15-00,11.3,111,0.69,1499.03281627421,0,2,84,84,,,1,,,,,
,16-00,11.3,134,0.69,1809.64321964635,0,2,80,78,,,,,,,,
,17-00,11.5,129,0.69,1772.95318738962,0,2,80,78,,,,,,,,
,18-00,11.6,124,0.69,1719.05349830888,0,2,80,78,,,,,,,,
,19-00,11.6,56,0.69,776.346741171752,0,2,84,89,,,,,,,,
,20-00,11.6,54,0.69,748.62007184419,0,2,84,89,,,,,,,,
,21-00,11.6,52,0.69,720.893402516627,0,2,84,89,,,,,,,,
,22-00,11.6,49,0.69,679.303398525283,0,2,76,83,,,,,,,,
,23-00,11.6,46,0.69,637.713394533939,0,2,76,83,,,,,,,,
,24-00,11.6,42,0.69,582.260055878814,0,2,76,83,,,,,,,,
04/22/2021,01-00,11.6,40,0.87,699.194269999404,0,2,85,64,,,,,,,,
,02-00,11.6,40,0.87,699.194269999404,0,2,85,64,,,,,,,,
,03-00,11.6,40,0.87,699.194269999404,0,2,85,64,,,,,,,,
,04-00,11.5,40,0.87,693.166733189065,0,2,94,56,,,,,,,,
,05-00,11.5,40,0.87,693.166733189065,0,2,94,56,,,,,,,,
,06-00,11.3,65,0.87,1106.80644679863,0,2,94,56,,,,,,,,
,07-00,11.4,93,0.87,1597.59863158054,0,2,98,43,,,,,,,,
,08-00,11.4,102,0.87,1752.20495076575,0,2,98,43,,,,,,,,
,09-00,11.4,108,0.87,1855.27583022256,0,2,98,43,,,,,,,,
,10-00,11.3,92,0.87,1566.55681700729,0,2,92,53,,,,,,,,
,11-00,11.3,102,0.87,1736.83473189938,0,2,92,53,,,,,,,,
,12-00,11.4,100,0.87,1717.84799094681,0,2,92,53,,,,,,,,
,13-00,11.4,100,0.87,1717.84799094681,0,2,86,62,,,,,,,,
,14-00,11.4,92,0.87,1580.42015167107,0,2,86,62,,,,,,,,
,15-00,11.3,91,0.87,1549.52902551808,0,2,86,62,,,,,,,,
,16-00,11.3,91,0.87,1549.52902551808,0,2,80,79,,,,,,,,
,17-00,11.3,99,0.87,1685.75135743175,0,2,80,79,,,,,,,,
,18-00,11.5,91,0.87,1576.95431800512,0,2,80,79,,,,,,,,
,19-00,11.7,56,0.87,987.310529533642,0,2,78,80,,,,,,,,
,20-00,11.7,58,0.87,1022.57161987413,0,2,78,80,,,,,,,,
,21-00,11.6,52,0.87,908.952550999226,0,2,78,80,,,,,,,,
,22-00,11.6,49,0.87,856.51298074927,0,2,78,88,,,,,,,,
,23-00,11.7,46,0.87,811.005077831206,0,2,78,88,,,,,,,,
,24-00,11.7,43,0.87,758.113442320475,0,2,78,88,,,,,,,,
04/23/2021,01-00,11.7,70,0.86,1219.95266580306,0,2,87,70,,,,,,,,
,02-00,11.7,69,0.86,1202.5247705773,0,2,87,70,,,,,,,,
,03-00,11.7,69,0.86,1202.5247705773,0,2,87,70,,,,,,,,
,04-00,11.6,69,0.86,1192.24678108519,0,2,96,49,,,,,,,,
,05-00,11.5,75,0.86,1284.74868651421,0,2,96,49,,,,,,,,
,06-00,11.4,82,0.86,1392.44414162723,0,2,96,49,,,,,,,,
,07-00,11.3,94,0.86,1582.21455630771,0,2,102,36,,,,,,,,
,08-00,11.3,106,0.86,1784.19939328316,0,2,102,36,,,,,,,,
,09-00,11.3,107,0.86,1801.03146303112,0,2,102,36,,,,,,,,
,10-00,11.3,102,0.86,1716.87111429134,0,2,95,38,,,,,,,,
,11-00,11.3,108,0.86,1817.86353277907,0,2,95,38,,,,,,,,
,12-00,11.3,108,0.86,1817.86353277907,0,2,95,38,,,,,,,,
,13-00,11.4,102,0.86,1732.06466397534,0,2,87,61,,,,,,,,
,14-00,11.5,102,0.86,1747.25821365933,0,2,87,61,,,,,,,,
,15-00,11.5,93,0.86,1593.08837127763,0,2,87,61,,,,,,,,
,16-00,11.4,85,0.86,1443.38721997945,0,2,86,61,,,,,,,,
,17-00,11.3,102,0.86,1716.87111429134,0,2,86,61,,,,,,,,
,18-00,11.6,92,0.86,1589.66237478025,0,2,86,61,,,,,,,,
,19-00,11.7,56,0.86,975.96213264245,0,2,82,80,,,,,,,,
,20-00,11.7,55,0.86,958.534237416692,0,2,82,80,,,,,,,,
,21-00,11.7,52,0.86,906.250551739418,0,2,82,80,,,,,,,,
,22-00,11.7,49,0.86,853.966866062144,0,2,78,80,,,,,,,,
,23-00,11.7,46,0.86,801.68318038487,0,2,78,80,,,,,,,,
,24-00,11.7,42,0.86,731.971599481838,0,2,78,80,,,,,,,,
04/24/2021,01-00,11.6,71,0.85,1212.53948834667,0,2,89,69,,,,,,,,
,02-00,11.6,71,0.85,1212.53948834667,0,2,89,69,,,,,,,,
,03-00,11.6,71,0.85,1212.53948834667,0,2,89,69,,,,,,,,
,04-00,11.6,71,0.85,1212.53948834667,0,2,98,45,,,,,,,,
,05-00,11.5,79,0.85,1337.53293487488,0,2,98,45,,,,,,,,
,06-00,11.5,87,0.85,1472.97930802676,0,2,98,45,,,,,,,,
,07-00,11.4,107,0.85,1795.84223881164,0,2,105,27,,,,,,,,
,08-00,11.3,112,0.85,1863.2709767503,0,2,105,27,,,,,,,,
,09-00,11.3,112,0.85,1863.2709767503,0,2,105,27,,,,,,,,
,10-00,11.4,98,0.85,1644.79008788356,0,2,99,46,,,,,,,,
,11-00,11.4,98,0.85,1644.79008788356,0,2,99,46,,,,,,,,
,12-00,11.4,101,0.85,1695.14080485958,0,2,99,46,,,,,,,,
,13-00,11.5,101,0.85,1710.01046104256,0,2,86,61,,,,,,,,
,14-00,11.5,94,0.85,1591.49488453466,0,2,86,61,,,,,,,,
,15-00,11.5,94,0.85,1591.49488453466,0,2,86,61,,,,,,,,
,16-00,11.4,95,0.85,1594.43937090753,0,2,81,68,,,,,,,,
,17-00,11.3,104,0.85,1730.1801926967,0,2,81,68,,,,,,,,
,18-00,11.6,38,0.85,648.964796579907,0,2,81,68,,,,1,,,,
,19-00,11.6,55,0.85,939.291152944602,0,2,83,70,,,,,,,,
,20-00,11.6,55,0.85,939.291152944602,0,2,83,70,,,,,,,,
,21-00,11.7,54,0.85,930.163245188714,0,2,83,70,,,,,,,,
,22-00,11.7,49,0.85,844.037018782352,0,2,78,80,,,,,,,,
,23-00,11.7,46,0.85,792.361282938534,0,2,78,80,,,,,,,,
,24-00,11.8,43,0.85,747.016192796381,0,2,78,80,,,,,,,,
04/25/2021,01-00,11.6,78,0.86,1347.75723079196,1,2,89,67,,,,,,,,
,02-00,11.6,78,0.86,1347.75723079196,1,2,89,67,,,,,,,,
,03-00,11.6,78,0.86,1347.75723079196,1,2,89,67,,,,,,,,
,04-00,11.6,80,0.86,1382.31510850457,1,2,99,48,,,,,,,,
,05-00,11.5,84,0.86,1438.91852889592,1,2,99,48,,,,,,,,
,06-00,11.5,89,0.86,1524.5684413302,1,2,99,48,,,,,,,,
,07-00,11.4,98,0.86,1664.14055950572,1,2,103,39,,,,,,,,
,08-00,11.4,116,0.86,1969.79902961901,1,2,103,39,,,,,,,,
,09-00,11.4,115,0.86,1952.81800350161,1,2,103,39,,,,,,,,
,10-00,11.4,118,0.86,2003.76108185382,1,2,102,39,,,,,,,,
,11-00,11.4,107,0.86,1816.96979456236,1,2,102,39,,,,,,,,
,12-00,11.4,110,0.86,1867.91287291458,1,2,102,39,,,,,,,,
,13-00,11.4,105,0.86,1783.00774232755,1,2,92,53,,,,,,,,
,14-00,11.4,105,0.86,1783.00774232755,1,2,92,53,,,,,,,,
,15-00,11.4,100,0.86,1698.10261174053,1,2,92,53,,,,,,,,
,16-00,11.4,111,0.86,1884.89389903199,1,2,84,64,,,,,,,,
,17-00,11.5,113,0.86,1935.68802101475,1,2,84,64,,,,,,,,
,18-00,11.5,96,0.86,1644.47831873819,1,2,84,64,,,,,,,,
,19-00,11.7,54,0.86,941.106342190934,1,2,80,75,,,,,,,,
,20-00,11.7,56,0.86,975.96213264245,1,2,80,75,,,,,,,,
,21-00,11.6,53,0.86,915.783759384277,1,2,80,75,,,,,,,,
,22-00,11.6,49,0.86,846.668003959049,1,2,81,69,,,,,,,,
,23-00,11.6,46,0.86,794.831187390127,1,2,81,69,,,,,,,,
,24-00,11.6,43,0.86,742.994370821206,1,2,81,69,,,,,,,,
04/26/2021,01-00,11.6,73,0.92,1349.36457394138,0,2,90,53,,,,,,,,
,02-00,11.6,73,0.92,1349.36457394138,0,2,90,53,,,,,,,,
,03-00,11.6,73,0.92,1349.36457394138,0,2,90,53,,,,,,,,
,04-00,11.6,73,0.92,1349.36457394138,0,2,100,36,,,,,,,,
,05-00,11.6,76,0.92,1404.8179125965,0,2,100,36,,,,,,,,
,06-00,11.4,89,0.92,1616.75164941063,0,2,100,36,,,,,,,,
,07-00,11.3,110,0.92,1980.70402150347,0,2,103,27,,,,,,,,
,08-00,11.3,121,0.92,2178.77442365381,0,2,103,27,,,,,,,,
,09-00,11.3,116,0.92,2088.74242267638,0,2,103,27,,,,,,,,
,10-00,11.3,111,0.92,1998.71042169895,0,2,100,31,,,,,,,,
,11-00,11.3,110,0.92,1980.70402150347,0,2,100,31,,,,,,,,
,12-00,11.3,110,0.92,1980.70402150347,0,2,100,31,,,,,,,,
,13-00,11.4,104,0.92,1889.23788245737,0,2,89,50,,,,,,,,
,14-00,11.3,89,0.92,1602.56961739826,0,2,89,50,,,,,,,,
,15-00,11.5,78,0.92,1429.35760843814,0,2,89,50,,,,,,,,
,16-00,11.6,78,0.92,1441.78680503325,0,2,87,43,,,,,,,,
,17-00,11.6,96,0.92,1774.50683696401,0,2,87,43,,,,,,,,
,18-00,11.7,85,0.92,1584.72256587707,0,2,87,43,,,,,,,,
,19-00,11.7,54,0.92,1006.76492420426,0,2,82,67,,,,,,,,
,20-00,11.7,52,0.92,969.477334418913,0,2,82,67,,,,,,,,
,21-00,11.7,50,0.92,932.18974463357,0,2,82,67,,,,,,,,
,22-00,11.7,47,0.92,876.258359955555,0,2,82,44,,,,,,,,
,23-00,11.6,44,0.92,813.315633608503,0,2,82,44,,,,,,,,
,24-00,11.6,42,0.92,776.346741171752,0,2,82,44,,,,,,,,
04/27/2021,01-00,11.7,61,0.97,1199.07972152105,0,2,84,63,,,,,,,,
,02-00,11.7,61,0.97,1199.07972152105,0,2,84,63,,,,,,,,
,03-00,11.7,61,0.97,1199.07972152105,0,2,84,63,,,,,,,,
,04-00,11.7,61,0.97,1199.07972152105,0,2,93,45,,,,,,,,
,05-00,11.6,72,0.97,1403.21056944708,0,2,93,45,,,,,,,,
,06-00,11.3,82,0.97,1556.77072994452,0,2,93,45,,,,,,,,
,07-00,11.4,88,0.97,1685.4655690485,0,2,102,28,,,,,,,,
,08-00,11.4,90,0.97,1723.7716047087,0,2,102,28,,,,,,,,
,09-00,11.4,91,0.97,1742.92462253879,0,2,102,28,,,,,,,,
,10-00,11.4,90,0.97,1723.7716047087,0,2,97,42,,,,,,,,
,11-00,11.4,87,0.97,1666.31255121841,0,2,97,42,,,,,,,,
,12-00,11.4,87,0.97,1666.31255121841,0,2,97,42,,,,,,,,
,13-00,11.5,85,0.97,1642.28727446662,0,2,85,56,,,,,,,,
,14-00,11.5,81,0.97,1565.0031674329,0,2,85,56,,,,,,,,
,15-00,11.5,81,0.97,1565.0031674329,0,2,85,56,,,,,,,,
,16-00,11.4,84,0.97,1608.85349772812,0,2,80,65,,,,,,,,
,17-00,11.4,84,0.97,1608.85349772812,0,2,80,65,,,,,,,,
,18-00,11.4,84,0.97,1608.85349772812,0,2,80,65,,,,,,,,
,19-00,11.7,58,0.97,1140.10858767575,0,2,86,43,,,,,,,,
,20-00,11.7,56,0.97,1100.79449844555,0,2,86,43,,,,,,,,
,21-00,11.7,53,0.97,1041.82336460026,0,2,86,43,,,,,,,,
,22-00,11.7,50,0.97,982.852230754959,0,2,78,78,,,,,,,,
,23-00,11.7,46,0.97,904.224052294563,0,2,78,78,,,,,,,,
,24-00,11.7,42,0.97,825.595873834166,0,2,78,78,,,,,,,,
04/28/2021,01-00,11.8,61,0.98,1221.79556786232,0,2,89,56,,,,,,,,
,02-00,11.8,61,0.98,1221.79556786232,0,2,89,56,,,,,,,,
,03-00,11.8,61,0.98,1221.79556786232,0,2,89,56,,,,,,,,
,04-00,11.7,64,0.98,1271.02045181342,0,2,100,31,,,,,,,,
,05-00,11.6,66,0.98,1299.53693630924,0,2,100,31,,,,,,,,
,06-00,11.6,57,0.98,1122.32735408525,0,2,100,31,,,,,,,,
,07-00,11.6,63,0.98,1240.46707556791,0,2,106,23,,,,,,,,
,08-00,11.6,72,0.98,1417.6766577919,0,2,106,23,,,,,,,,
,09-00,11.6,96,0.98,1890.23554372253,0,2,106,23,,,,,1,,,
,10-00,11.5,84,0.98,1639.6978585093,0,2,102,40,,,,,,,,
,11-00,11.5,81,0.98,1581.1372207054,0,2,102,40,,,,,,,,
,12-00,11.5,80,0.98,1561.6170081041,0,2,102,40,,,,,,,,
,13-00,11.6,79,0.98,1555.506332855,0,2,88,53,,,,,,,,
,14-00,11.6,78,0.98,1535.81637927455,0,2,88,53,,,,,,,,
,15-00,11.5,80,0.98,1561.6170081041,0,2,88,53,,,,,,,,
,16-00,11.4,86,0.98,1664.14055950572,0,2,84,58,,,,,,,,
,17-00,11.4,89,0.98,1722.1919743722,0,2,84,58,,,,,,,,
,18-00,11.6,80,0.98,1575.19628643544,0,2,84,58,,,,,,,,
,19-00,11.7,57,0.98,1132.00258989633,0,2,83,58,,,,,,,,
,20-00,11.7,56,0.98,1112.14289533675,0,2,83,58,,,,,,,,
,21-00,11.7,55,0.98,1092.28320077716,0,2,83,58,,,,,,,,
,22-00,11.7,50,0.98,992.984727979237,0,2,79,69,,,,,,,,
,23-00,11.7,46,0.98,913.545949740898,0,2,79,69,,,,,,,,
,24-00,11.7,42,0.98,834.107171502559,0,2,79,69,,,,,,,,
04/29/2021,01-00,11.8,58,0.96,1137.99894979213,0,2,91,52,,,,,,,,
,02-00,11.8,58,0.96,1137.99894979213,0,2,91,52,,,,,,,,
,03-00,11.8,58,0.96,1137.99894979213,0,2,91,52,,,,,,,,
,04-00,11.8,58,0.96,1137.99894979213,0,2,100,36,,,,,,,,
,05-00,11.7,61,0.96,1186.71807490743,0,2,100,36,,,,,,,,
,06-00,11.6,70,0.96,1350.16824551609,0,2,100,36,,,,,,,,
,07-00,11.5,79,0.96,1510.62543232927,0,2,106,25,,,,,,,,
,08-00,11.5,88,0.96,1682.72200056932,0,2,106,25,,,,,,,,
,09-00,11.4,91,0.96,1724.95632746108,0,2,106,25,,,,,,,,
,10-00,11.4,95,0.96,1800.77858361321,0,2,102,34,,,,,,,,
,11-00,11.5,78,0.96,1491.50359141371,0,2,102,34,,,,,,,,
,12-00,11.5,67,0.96,1281.16334134255,0,2,102,34,,,,,,,,
,13-00,11.5,76,0.96,1453.25990958259,0,2,89,40,,,,,,,,
,14-00,11.5,79,0.96,1510.62543232927,0,2,89,40,,,,,,,,
,15-00,11.5,83,0.96,1587.11279599151,0,2,89,40,,,,,,,,
,16-00,11.5,83,0.96,1587.11279599151,0,2,83,54,,,,,,,,
,17-00,11.6,75,0.96,1446.60883448153,0,2,83,54,,,,,,,,
,18-00,11.6,70,0.96,1350.16824551609,0,2,83,54,,,,,,,,
,19-00,11.7,55,0.96,1069.99170688375,0,2,83,61,,,,,,,,
,20-00,11.7,56,0.96,1089.44610155436,0,2,83,61,,,,,,,,
,21-00,11.7,55,0.96,1069.99170688375,0,2,83,61,,,,,,,,
,22-00,11.7,50,0.96,972.719733530681,0,2,78,67,,,,,,,,
,23-00,11.7,46,0.96,894.902154848227,0,2,78,67,,,,,,,,
,24-00,11.7,42,0.96,817.084576165772,0,2,78,67,,,,,,,,
04/30/2021,01-00,11.8,58,0.96,1137.99894979213,0,2,89,49,,,,,,,,
,02-00,11.8,58,0.96,1137.99894979213,0,2,89,49,,,,,,,,
,03-00,11.8,58,0.96,1137.99894979213,0,2,89,49,,,,,,,,
,04-00,11.8,58,0.96,1137.99894979213,0,2,100,40,,,,,,,,
,05-00,11.7,58,0.96,1128.35489089559,0,2,100,40,,,,,,,,
,06-00,11.7,58,0.96,1128.35489089559,0,2,100,40,,,,,,,,
,07-00,11.6,78,0.96,1504.47318786079,0,2,104,29,,,,,,,,
,08-00,11.6,79,0.96,1523.76130565387,0,2,104,29,,,,,,,,
,09-00,11.5,84,0.96,1606.23463690707,0,2,104,29,,,,,,,,
,10-00,11.5,88,0.96,1682.72200056932,0,2,101,38,,,,,,,,
,11-00,11.5,86,0.96,1644.47831873819,0,2,101,38,,,,,,,,
,12-00,11.5,80,0.96,1529.74727324483,0,2,101,38,,,,,,,,
,13-00,11.6,77,0.96,1485.1850700677,0,2,93,50,,,,,,,,
,14-00,11.6,77,0.96,1485.1850700677,0,2,93,50,,,,,,,,
,15-00,11.6,77,0.96,1485.1850700677,0,2,93,50,,,,,,,,
,16-00,11.6,81,0.96,1562.33754124005,0,2,89,57,,,,,,,,
,17-00,11.5,85,0.96,1625.35647782263,0,2,89,57,,,,,,,,
,18-00,11.6,65,0.96,1253.72765655066,0,2,89,57,,,,,,,,
,19-00,11.7,56,0.96,1089.44610155436,0,2,82,59,,,,,,,,
,20-00,11.7,56,0.96,1089.44610155436,0,2,82,59,,,,,,,,
,21-00,11.7,55,0.96,1069.99170688375,0,2,82,59,,,,,,,,
,22-00,11.7,50,0.96,972.719733530681,0,2,80,80,,,,,,,,
,23-00,11.7,46,0.96,894.902154848227,0,2,80,80,,,,,,,,
,24-00,11.7,42,0.96,817.084576165772,0,2,80,80,,,,,,,,
05/01/2021,01-00,11.8,56,0.96,1098.75760669585,0,2,90,59,,,,,,,,
,02-00,11.8,56,0.96,1098.75760669585,0,2,90,59,,,,,,,,
,03-00,11.7,64,0.96,1245.08125891927,0,2,90,59,,,,,,,,
,04-00,11.6,64,0.96,1234.43953875757,0,2,98,44,,,,,,,,
,05-00,11.6,64,0.96,1234.43953875757,0,2,98,44,,,,,,,,
,06-00,11.6,67,0.96,1292.30389213683,0,2,98,44,,,,,,,,
,07-00,11.7,67,0.96,1303.44444293111,0,2,100,40,,,,,,,,
,08-00,11.7,76,0.96,1478.53399496664,0,2,100,40,,,,,,,,
,09-00,11.6,85,0.96,1639.4900124124,0,2,100,40,,,,,,,,
,10-00,11.6,82,0.96,1581.62565903314,0,2,97,44,,,,,,,,
,11-00,11.6,77,0.96,1485.1850700677,0,2,97,44,,,,,,,,
,12-00,11.6,75,0.96,1446.60883448153,0,2,97,44,,,,,,,,
,13-00,11.6,75,0.96,1446.60883448153,0,2,91,49,,,,,,,,
,14-00,11.7,77,0.96,1497.98838963725,0,2,91,49,,,,,,,,
,15-00,11.7,72,0.96,1400.71641628418,0,2,91,49,,,,,,,,
,16-00,11.5,83,0.96,1587.11279599151,0,2,89,55,,,,,,,,
,17-00,11.4,94,0.96,1781.82301957518,0,2,89,55,,,,,,,,
,18-00,11.6,75,0.96,1446.60883448153,0,2,89,55,,,,,,,,
,19-00,11.7,56,0.96,1089.44610155436,0,2,87,62,,,,,,,,
,20-00,11.7,56,0.96,1089.44610155436,0,2,87,62,,,,,,,,
,21-00,11.7,54,0.96,1050.53731221314,0,2,87,62,,,,,,,,
,22-00,11.7,51,0.96,992.174128201295,0,2,78,70,,,,,,,,
,23-00,11.7,45,0.96,875.447760177613,0,2,78,70,,,,,,,,
,24-00,11.7,44,0.96,855.993365507,0,2,78,70,,,,,,,,
05/02/2021,01-00,11.8,62,0.98,1241.82500340104,1,2,88,53,,,,,,,,
,02-00,11.8,64,0.98,1281.8838744785,1,2,88,53,,,,,,,,
,03-00,11.8,64,0.98,1281.8838744785,1,2,88,53,,,,,,,,
,04-00,11.8,64,0.98,1281.8838744785,1,2,96,47,,,,,,,,
,05-00,11.7,64,0.98,1271.02045181342,1,2,96,47,,,,,,,,
,06-00,11.8,58,0.98,1161.70726124614,1,2,96,47,,,,,,,,
,07-00,11.6,61,0.98,1201.08716840702,1,2,96,47,,,,,,,,
,08-00,11.5,73,0.98,1424.97551989499,1,2,96,47,,,,,,,,
,09-00,11.5,83,0.98,1620.177645908,1,2,96,47,,,,,,,,
,10-00,11.5,77,0.98,1503.0563703002,1,2,90,56,,,1,,,,,
,11-00,11.6,76,0.98,1496.43647211367,1,2,90,56,,,1,,,,,
,12-00,11.6,82,0.98,1614.57619359633,1,2,90,56,,,,,,,,
,13-00,11.6,78,0.98,1535.81637927455,1,2,90,53,,,,,,,,
,14-00,11.6,78,0.98,1535.81637927455,1,2,90,53,,,,,,,,
,15-00,11.6,78,0.98,1535.81637927455,1,2,90,53,,,,,,,,
,16-00,11.6,74,0.98,1457.05656495278,1,2,87,47,,,,,,,,
,17-00,11.5,78,0.98,1522.5765829015,1,2,87,47,,,,,,,,
,18-00,11.6,72,0.98,1417.6766577919,1,2,87,47,,,,,,,,
,19-00,11.7,52,0.98,1032.70411709841,1,2,85,61,,,,,,,,
,20-00,11.7,54,0.98,1072.42350621758,1,2,85,61,,,,,,,,
,21-00,11.7,54,0.98,1072.42350621758,1,2,85,61,,,,,,,,
,22-00,11.7,51,0.98,1012.84442253882,1,2,79,74,,,,,,,,
,23-00,11.7,45,0.98,893.686255181313,1,2,79,74,,,,,,,,
,24-00,11.7,44,0.98,873.826560621729,1,2,79,74,1,,,,,,,
05/03/2021,01-00,11.8,56,0.96,1098.75760669585,0,2,82,77,1,,,,,,,
,02-00,11.7,36,0.96,700.358208142091,0,2,82,77,,,,,,,,
,03-00,11.7,36,0.96,700.358208142091,0,2,82,77,,,,,,,,
,04-00,11.7,36,0.96,700.358208142091,0,2,95,44,,,,,,,,
,05-00,11.7,36,0.96,700.358208142091,0,2,95,44,,,,,,,,
,06-00,11.7,36,0.96,700.358208142091,0,2,95,44,,,,,,,,
,07-00,11.6,65,0.96,1253.72765655066,0,2,100,35,,,,,,,,
,08-00,11.8,60,0.96,1177.24029288841,0,2,100,35,,,,,,,,
,09-00,11.7,62,0.96,1206.17246957804,0,2,100,35,,,,,,,,
